Caterer Name,LITTLE CHEF,,,,,,,,,,,,
Logo,,,,,,,,,,,,,
Monday,1-Sep-14,,Tuesday,2-Sep-14,,3-Sep-14,,Thursday,4-Sep-14,,Friday,5-Sep-14,
Category,Menuitems,Calories (Kcal),Menuitems,Calories (Kcal),Category,Menuitems,Calories (Kcal),Category,Menuitems,Calories (Kcal),Category,Menuitems,Calories (Kcal)
Gravy Veg,Matar Mushroom,145,Gravy Veg,Tawa Paneer ,210,Gravy Veg,Aloo Matar Tariwale,119,Gravy Veg,Soya Chap Curry,183,Gravy Veg,Matar Paneer,136
Dry Veg,Achaari Karele,118,Dry Veg,Arbi Masala ,137,Dry Veg,Navrattan Korma,136,Dry Veg,Mix Veg,115,Dry Veg,Aloo Shimla,117
Dal,Dal Makhani,181,Dal,Dal Dhaba,121,Dal,Kadi Pakora ,145,Dal,Arhar Tadka,125,Dal,Mixed Dal,121
Rice,Plain Rice,120,Rice,Onion Pulao,118,Rice,Masala Rice,120,Rice,Plain Rice,120,Rice,Jeera Rice,120
Bread,Tawa Roti,80,Bread,Tawa Roti,80,Bread ,Tawa Roti,80,Bread,Tawa Roti,80,Bread,Tawa Roti,80
Salad,Macaroni Salad,126,Salad,Matri Salad,113,Salad,Kale Channe Salad,111,Salad,Green Salad,95,Salad,Corn Salad,95
Accom,Pickle/Papad,35,Accom,Pickle/Papad,35,Accom,Pickle/Papad,35,Accom,Pickle/Papad,35,Accom,Pickle/Papad,35
Raita,Cucumber Raita,110,Raita,Mix Veg Raita,111,Raita,Masala Raita,115,Raita,Plain Curd,121,Raita,Plain Curd,111
Dessert / Fruit,Cut Fruit,98,Dessert / Fruit,Seviyaan Kheer,197,Dessert,Besan Laddu,188,Dessert / Fruit,Fruit Custard,180,Dessert / Fruit,Shahi Tukda,200
Non Veg,Anda Biryani,185,Non Veg,,,Nonveg ,Butter Chicken,195,Non Veg,,,Non Veg,Murg Biryani,195
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
